retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
tct,9,a_ratio,3,0.0,0.28703017363767047,0.004364889994963118,0.22809278350515466,0.000933347093157991,97,True
tct,9,nqc,3,0.0,0.1492631279496186,0.14450956733786507,0.08719931271477664,0.2057421374120063,97,False
tct,9,nqc,3,0.0,0.24089257215590104,0.017459992874871322,0.16537800687285226,0.016403064445582434,97,True
tct,9,bertQPP,3,0.0,0.17672691352325548,0.08333551015854819,0.10137457044673541,0.14127503537333896,97,False
tct,9,bertQPP,3,0.0,0.23874077288827814,0.01852248002459105,0.16752577319587633,0.015057708996420909,97,True
tct,9,bertQPP(QV),3,0.0,0.1310712474602009,0.20065209966598066,0.05541237113402062,0.42134149715143543,97,False
tct,9,bertQPP(QV),3,0.0,0.2058321123136385,0.04310985452091257,0.12156357388316154,0.07772782073014356,97,True
tct,9,spatial,3,0.05,0.024719454096720373,0.8100674680551939,0.039948453608247426,0.5621188569054614,97,False
tct,9,spatial,3,0.05,0.28135039859398825,0.005243421094263396,0.2203608247422681,0.0013853583021557498,97,True
tct,9,a_ratio,3,0.05,0.11689990722451914,0.2541530887907508,0.0854810996563574,0.2148174024411691,97,False
tct,9,a_ratio,3,0.05,0.292807939058675,0.0036083371041422782,0.2328178694158076,0.0007289565212236814,97,True
tct,9,nqc,3,0.05,0.15047017701877147,0.14125388237510797,0.09020618556701032,0.1905365207922204,97,False
tct,9,nqc,3,0.05,0.24214299664695188,0.016867064026477353,0.16623711340206188,0.015852745291372216,97,True
tct,9,bertQPP,3,0.05,0.18613192873204432,0.06793932650661648,0.10438144329896909,0.12985027258664464,97,False
tct,9,bertQPP,3,0.05,0.24829180299623244,0.01419778205364829,0.17697594501718217,0.010225152665271457,97,True
tct,9,bertQPP(QV),3,0.05,0.1403031689797279,0.1704675854050179,0.0622852233676976,0.36608612957525455,97,False
tct,9,bertQPP(QV),3,0.05,0.21549418750128124,0.03402026004333261,0.12929553264604812,0.060624507125192455,97,True
tct,9,spatial,3,0.1,0.03704190840586025,0.7186865478471511,0.04853951890034365,0.4812066051703042,97,False
tct,9,spatial,3,0.1,0.2820953755633069,0.0051198788190478135,0.22079037800687287,0.0013557124652369783,97,True
tct,9,a_ratio,3,0.1,0.1471419307188953,0.1503675549042284,0.09750859106529211,0.15708030004273185,97,False
tct,9,a_ratio,3,0.1,0.2988644801606711,0.0029433503951622436,0.23238831615120278,0.0007456571945733053,97,True
tct,9,nqc,3,0.1,0.151809648792935,0.13770629936766648,0.0893470790378007,0.19479398827541883,97,False
tct,9,nqc,3,0.1,0.24352723289283773,0.016231044574602844,0.16494845360824745,0.01668446543769203,97,True
